name,Postcode,Type,Provider,OrganisationType,Latitude,Longitude
Manangatang MPS,3546,Multi-Purpose Service,Robinvale District Health Services,State Government,-35.05106311,142.8810883
Annecto Orana Far West Level 1,3502,Home Care,annecto Inc,Charitable,-34.1882549,142.1562233
Annecto Orana Far West Level 2,3052,Home Care,annecto Inc,Charitable,-34.1882549,142.1562233
Annecto Orana Far West Level 3,3502,Home Care,annecto Inc,Charitable,-34.1882549,142.1562233
Annecto HCP Program Southern Region - Level 1,3134,Home Care,annecto Inc,Charitable,-37.812089,145.227127
Annecto HCP Program Southern Region - Level 3,3134,Home Care,annecto Inc,Charitable,-37.812089,145.227127
SCC (VIC) - Loddon Mallee HCP2,3630,Home Care,Southern Cross Care (VIC),Religious,-36.362197,145.404367
SCC (VIC) - Loddon Mallee HCP3,3630,Home Care,Southern Cross Care (VIC),Religious,-36.362197,145.404367
SCC (VIC) - Loddon Mallee HCP4,3630,Home Care,Southern Cross Care (VIC),Religious,-36.362197,145.404367
SCC (VIC) - Grampians HCP3,3350,Home Care,Southern Cross Care (VIC),Religious,-37.563158,143.887523
SCC (VIC) - Hume HCP3,3630,Home Care,Southern Cross Care (VIC),Religious,-36.362197,145.404367
SCC (VIC) - Western HCP3,3084,Home Care,Southern Cross Care (VIC),Religious,-37.76162,145.072144
SCC (VIC) - Western HCP4,3084,Home Care,Southern Cross Care (VIC),Religious,-37.76162,145.072144
SCC (VIC) - Barwon HCP1,3220,Home Care,Southern Cross Care (VIC),Religious,-38.1502697,144.3647487
SCC (VIC) - Northern HCP3,3084,Home Care,Southern Cross Care (VIC),Religious,-37.76068,145.070648
Royal Freemasons - Ballarat,3350,Residential,Royal Freemasons Ltd,Charitable,-37.577481,143.88312
Warrina Aged Care,3438,Residential,Jamia Healthcare Pty Ltd,Private Incorporated Body,-37.46880504,144.5961577
annecto HCP Program - Grampians Region,3058,Home Care,annecto Inc,Charitable,-37.749184,144.96502
Latrobe Home Care Packages - Gippsland,3840,Home Care,Latrobe Community Health Service,State Government,-38.2358326,146.4000861
Monash Health Community Aged Care Packages,3171,Home Care,Monash Health,State Government,-37.952964,145.150996
Home Care Packages,3047,Home Care,Victorian Arabic Social Services Inc.,Community Based,-37.68934091,144.9524957
EGHS at Home,3377,Home Care,East Grampians Health Service,State Government,-37.27906518,142.9300974
Grampians & Loddon-Mallee Housing and Support,3363,Home Care,Wintringham,Charitable,-37.423916,143.8950636
Brotherhood Community Care - NorthWest,3065,Home Care,Brotherhood of St Laurence,Religious,-37.80526175,144.9770844
Brotherhood Community Care - Southern,3199,Home Care,Brotherhood of St Laurence,Religious,-38.129834,145.12572
Brotherhood Community Care - North West,3065,Home Care,Brotherhood of St Laurence,Religious,-37.80526175,144.9770844
MiCare Home Care services NMR,3056,Home Care,MiCare Ltd,Community Based,-37.771844,144.961095
MiCare Home Care services WMR,3047,Home Care,MiCare Ltd,Community Based,-37.67973787,144.9173353
integratedliving Gippsland,3350,Home Care,Integratedliving Australia Ltd,Community Based,-37.545363,143.795562
integratedliving Hume,3677,Home Care,Integratedliving Australia Ltd,Community Based,-36.35277291,146.3234593
KinCare Vic Gippsland,3168,Home Care,KinCare Health Services Pty Ltd,Private Incorporated Body,-37.90002475,145.1301906
KinCare Vic Grampians,3168,Home Care,KinCare Health Services Pty Ltd,Private Incorporated Body,-37.90002475,145.1301906
annecto HCP Program - Sunshine Coast,3500,Home Care,annecto Inc,Charitable,-34.1882549,142.1562233
Latrobe Home Care Packages - Outer East,3140,Home Care,Latrobe Community Health Service,State Government,-37.757004,145.351036
annecto HCP Program - Southern Region,3134,Home Care,annecto Inc,Charitable,-37.812089,145.227127
Australian Multicultural Community Services,3102,Home Care,Australian Multicultural Community Services Inc,Community Based,-37.77563,144.880483
Home Care Packages Eastern Metro,3108,Home Care,Care Connect Ltd,Charitable,-37.787312,145.123817
Prompt Care Victoria - Barwon-South Western,3243,Home Care,The Carers' Phone Pty Ltd,Private Incorporated Body,-38.46845308,143.7592472
Prompt Care Victoria - Northern Metro,3068,Home Care,The Carers' Phone Pty Ltd,Private Incorporated Body,-37.781956,144.984725
Prompt Care Victoria - Western Metro,3068,Home Care,The Carers' Phone Pty Ltd,Private Incorporated Body,-37.781956,144.984725
annecto - HCP Program - EMR,3134,Home Care,annecto Inc,Charitable,-37.812089,145.227127
annecto HCP Program - Western Metropolitan Region,3030,Home Care,annecto Inc,Charitable,-37.89987706,144.6615719
VincentCare Victoria Consumer Directed Packages - Hume Region,3672,Home Care,VincentCare Victoria,Religious,-36.54992974,145.9829557
Jewish Care (Victoria) Inc - Southern Metro,3004,Home Care,Jewish Care (Victoria) Inc,Religious,-37.85287943,144.9820498
Jewish Care (Victoria) Inc - Eastern Metro,3004,Home Care,Jewish Care (Victoria) Inc,Religious,-37.85287943,144.9820498
Uniting AgeWell Loddon-Mallee,3550,Home Care,The Uniting Church in Australia Property Trust (Victoria),Religious,-36.77363926,144.3064834
Uniting AgeWell Eastern Metro,3131,Home Care,The Uniting Church in Australia Property Trust (Victoria),Religious,-37.84291666,145.172682
Uniting AgeWell Gippsland,3953,Home Care,The Uniting Church in Australia Property Trust (Victoria),Religious,-38.47895867,145.9461418
Uniting AgeWell Western Metro,3012,Home Care,The Uniting Church in Australia Property Trust (Victoria),Religious,-37.807111,144.87764
Vision Australia Home Care Eastern Metro,3155,Home Care,Vision Australia Limited,Charitable,-37.860531,145.285936
Sapphire Care Oakleigh,3167,Residential,Sapphire Care Pty Ltd,Private Incorporated Body,-37.92435045,145.086639
Bentleys Aged Care,3550,Residential,Violet Town Bush Nursing Centre Inc,Community Based,-36.75185636,144.305383
Hepburn Health Service - Home Care Packages,3460,Home Care,Hepburn Health Service,State Government,-37.337496,144.145251
KooWeeRup Regional Health Service,3981,Home Care,Kooweerup Regional Health Service,State Government,-38.201562,145.484949
Regis Home Care Eastern Metro,3130,Home Care,Regis Aged Care Pty Ltd,Private Incorporated Body,-37.838011,145.138082
Kare Seniors Pty Ltd,3029,Home Care,Kare Seniors Pty ltd,Private Incorporated Body,-37.874408,144.718843
At Your Service Home Care,3020,Home Care,Primary Caring Pty Ltd,Private Incorporated Body,-37.775194,144.844029
Who Cares? We Care! Pty Ltd,3196,Home Care,Who Cares? We Care! Pty Ltd,Private Incorporated Body,-38.044701,145.140805
Sunbury Community Health Centre,3429,Home Care,Sunbury Community Health Centre,Community Based,-37.579345,144.733112
EACH North East Metro Melbourne,3072,Home Care,EACH,State Government,-37.745826,145.006275
EACH Southern Metro Melb,3977,Home Care,EACH,State Government,-38.111366,145.287265
Independence Australia Group,3012,Home Care,Independence Australia Group,Charitable,-37.795161,144.861785
Tianshi Community Care Trust Trading as TSC Home and Community Care,3128,Home Care,Angels Health Service Australia Pty Ltd,Private Incorporated Body,-37.818109,145.118883
Just-for-u,3166,Home Care,JFU Job Seek Pty Ltd,Private Incorporated Body,-37.909353,145.085434
Gippsland Southern Health Service,3953,Home Care,Gippsland Southern Health Service,State Government,-38.488141,145.951616
Samarinda Ashburton Aged Services Inc,3147,Home Care,Samarinda Ashburton Aged Services Inc,Community Based,-37.864373,145.085815
Westmont Aged Care Services Limited,3690,Home Care,Westmont Aged Care Services Limited,Community Based,-36.136033,146.869782
Iris Manor,3147,Home Care,Iris Aged Care Pty Ltd,Private Incorporated Body,-37.863879,145.081758
FlexiCare,3940,Home Care,Village Glen Flexicare Pty Ltd,Private Incorporated Body,-38.374269,144.874892
Red Cliffs and Community Aged Care Services,3496,Home Care,Red Cliffs and Community Aged Care Services Inc,Charitable,-34.314936,142.187641
annecto STRC - Loddon Mallee,3500,Short Term Restorative Care (STRC),annecto Inc,Charitable,-34.188097,142.156155
STRC Southern Metro,3182,Short Term Restorative Care (STRC),Royal District Nursing Service Limited,Charitable,-37.86086586,144.985818
Uniting AgeWell Northern Metro,3000,Short Term Restorative Care (STRC),The Uniting Church in Australia Property Trust (Victoria),Religious,-37.81341585,144.9694142
VMCH Community Services Northern Regional,3632,Short Term Restorative Care (STRC),Villa Maria Catholic Homes Limited,Charitable,-36.3875,145.427495
EACH Eastern Metro Short Term Restorative Care Program,3153,Short Term Restorative Care (STRC),EACH,State Government,-37.830045,145.275012
CCSSCI Chinese Restorative Care,3128,Short Term Restorative Care (STRC),Chinese Community Social Services Centre Inc,Community Based,-37.818607,145.121966
Multicultural Aged Care Services Geelong Inc,3215,Short Term Restorative Care (STRC),Multicultural Aged Care Services Geelong Inc,Community Based,-38.12586399,144.347895
Baptcare - STRC,3083,Short Term Restorative Care (STRC),Baptcare Ltd,Religious,-37.68357729,145.0695029
Moyne Community Health,3284,Short Term Restorative Care (STRC),Moyne Health Services,State Government,-38.38152,142.227766
Feros Care STRC VIC Grampians,3000,Short Term Restorative Care (STRC),Feros Care Limited,Community Based,-37.814541,144.9705
Neerim District Health  Service,3831,Short Term Restorative Care (STRC),Neerim District Soldiers' Memorial Hospital Inc,Private Incorporated Body,-38.02205343,145.9540853
Prompt Care STRC - WMR,3068,Short Term Restorative Care (STRC),The Carers' Phone Pty Ltd,Private Incorporated Body,-37.781956,144.984725
MHA Care,3730,Home Care,MHA Care Limited,Community Based,-36.012881,146.003887
Great Care Pty Ltd,3030,Home Care,Great Care Pty Ltd,Private Incorporated Body,-37.903709,144.749714
Empower Home Care Pty Ltd,3032,Home Care,Empower Home Care Pty Ltd,Private Incorporated Body,-37.777189,144.911196
Omni-Care Home Care Packages,3072,Home Care,Omni-Care Pty Ltd,Private Incorporated Body,-37.742356,145.002509
Accommodation and Care Solutions,3190,Home Care,Accommodation and Care Solutions Pty Ltd,Private Incorporated Body,-37.954534,145.03218
Gippsland Care Services,3820,Home Care,Gippsland Care Services Pty Ltd,Private Incorporated Body,-38.162119,145.928674
Home Instead Senior Care Outer East,3158,Home Care,SUMAC (Vic) Pty Ltd,Private Incorporated Body,-37.904143,145.331223
Geelong Barwon Simply Helping,3228,Home Care,Jatoch Pty Ltd,Private Incorporated Body,-38.328809,144.323048
Austa Care Pty Ltd,3051,Home Care,Austa Care Pty Ltd,Private Incorporated Body,-37.794273,144.940258
Hammond Care - Dementia Specific Home Care Service Eastern Metro,3051,Home Care,HammondCare,Charitable,-37.801543,144.944015
Morcare Services,3152,Home Care,Morcare Services Pty Ltd,Private Incorporated Body,-37.84754,145.22859
Just Better Care Melbourne Mornington,3931,Home Care,Just Better Care Australia Pty Ltd,Private Incorporated Body,-38.22747,145.043719
Just Better Care Melbourne North,3072,Home Care,Just Better Care Australia Pty Ltd,Private Incorporated Body,-37.741032,145.00369
Just Better Care Western Victoria,3400,Home Care,Just Better Care Australia Pty Ltd,Private Incorporated Body,-36.715282,142.197553
Harmony Homecare,3081,Home Care,Batra's Home and Health Pty Ltd,Private Incorporated Body,-37.748174,145.039296
Spectrum Migrant Resource Centre Inc,3047,Home Care,Spectrum Migrant Resource Centre Inc,Charitable,-37.677289,144.931314
Sequel Home Based Care,3084,Home Care,Denmarlyn Pty Ltd,Private Incorporated Body,-37.756427,145.069355
Prestige Inhome Care,3192,Home Care,Prestige Inhome Care Pty Ltd,Private Incorporated Body,-37.961513,145.03792
Ryman Aged Care Australia Pty Ltd,3150,Home Care,Ryman Aged Care (Australia) Pty Ltd,Private Incorporated Body,-37.911718,145.188484
Wunda Home & Community Care Services,3019,Home Care,Wunda Home & Community Care Services Pty Ltd,Private Incorporated Body,-37.792367,144.861124
Colac Otway Shire Council,3250,Home Care,Colac Otway Shire,Local Government,-38.342325,143.585503
Colbrow Homecare,3133,Home Care,Collins & Brown Pty Ltd,Private Incorporated Body,-37.831657,145.193602
Olive Tree Home Care,3011,Home Care,Olive Tree Home Care Pty Ltd,Private Incorporated Body,-37.799684,144.897454
Euroa Health Inc.,3666,Home Care,Euroa Health Inc,Community Based,-36.759171,145.570093
Just Better Care Hume and Southern Riverina,3644,Home Care,Just Better Care Australia Pty Ltd,Private Incorporated Body,-35.973841,145.559166
Wurramunda Village Inc,3620,Home Care,Warramunda Village Inc,Community Based,-36.316335,145.041845
Vasey RSL Care Community Services (West),3122,Home Care,Vasey RSL Care Ltd,Community Based,-37.821961,145.028426
Nagambie HealthCare Inc.,3608,Home Care,Nagambie HealthCare Incorporated,Community Based,-36.780884,145.14981
LCH at Home,3232,Home Care,Lorne Community Hospital,State Government,-38.545488,143.980576
Beata Homecare Pty Ltd,3195,Home Care,Beata Homecare Pty Ltd,Private Incorporated Body,-38.002638,145.109977
Simply Helping Greater Eastern Pty Ltd,3116,Home Care,Sabine's Home Care Services Pty Ltd,Private Incorporated Body,-37.755133,145.330759
Loyal Care Pty Ltd,3019,Home Care,Loyal Care Pty Ltd,Private Incorporated Body,-37.780868,144.860655
Caring Support @ home,3172,Home Care,Prosperous S&G Pty Ltd,Private Incorporated Body,-37.980482,145.113769
Warrnambool City Council,3280,Home Care,Warrnambool City Council,Local Government,-38.385941,142.481717
After-Care (A'sia) Pty Ltd,3939,Home Care,After-Care (A'sia) Pty Ltd,Private Incorporated Body,-38.359226,144.893151
Home Instead Senior Care Brighton,3204,Home Care,Bismatro Pty Ltd,Private Incorporated Body,-37.904418,145.041752
Orbost Regional Health,3888,Home Care,Orbost Regional Health,State Government,-37.701717,148.465536
Churches of Christ Community Care Melbourne,3192,Home Care,Churches of Christ in Queensland,Religious,-37.96192,145.056603
Corryong Health,3707,Home Care,Corryong Health,State Government,-36.198773,147.90333
Star Health,3205,Home Care,Star Health Group Limited,Private Incorporated Body,-37.833237,144.956077
Latrobe Home Care Packages - Southern Metropolitan Region,3840,Home Care,Latrobe Community Health Service,State Government,-38.235667,146.399542
Mecwacare John Atchison Centre,3029,Residential,MECWA,Community Based,-37.857742,144.686778
Guardian Network Pty Ltd,3102,Home Care,Guardian Network Pty Ltd,Private Incorporated Body,-37.794595,145.063446
Ottrey Lodge,3644,Home Care,Ottrey Homes - Cobram And District Retirement Village Inc,Community Based,-35.919773,145.660054
Home Instead Senior Care Melbourne Inner East,3103,Home Care,Sawinaro Pty Ltd,Private Incorporated Body,-37.810454,145.063938
Twin Parks Aged Care Centre,3073,Home Care,Coburg Aged Care Pty Ltd,Private Incorporated Body,-37.732167,145.03699
Twin Parks Private Hostel,3073,Home Care,Twin Parks Pty Ltd,Private Incorporated Body,-37.732102,145.036394
M&I Home Care Pty Ltd,3064,Home Care,M&I Home Care Pty Ltd,Private Incorporated Body,-37.61464,144.924266
Call on Clare,3124,Home Care,Call On Clare Pty Ltd,Private Incorporated Body,-37.83125,145.057042
Action on Disabilities within Ethnic Communities Inc. (ADEC),3072,Home Care,ACTION ON DISABILITY WITHIN ETHNIC COMMUNITIES INC,Community Based,-37.746076,145.005599
MCWA Complete Care,3032,Home Care,Macedonian Community Welfare Association Inc,Community Based,-37.783722,144.891866
Arcare Nirvana Avenue,3145,Residential,Arcare Pty Ltd,Private Incorporated Body,-37.878129,145.064595
Australian Unity Retirement Living Management,3931,Short Term Restorative Care (STRC),Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,-38.229657,145.069323
BlueCross Community Care Services Group,3123,Short Term Restorative Care (STRC),Blue Cross Community Care Services Group Pty Ltd,Private Incorporated Body,-37.827783,145.052587
Six Star Home and Community Care Pty Ltd,3030,Home Care,Six Star Home & Community Care Pty Ltd,Private Incorporated Body,-37.787107,144.774288
Latrobe Home Care Packages - Loddon Mallee,3350,Home Care,Latrobe Community Health Service,State Government,-37.560785,143.856737
Western Homecare,3018,Home Care,Western Homecare Pty Ltd,Private Incorporated Body,-37.871884,144.816964
Senior League In Home Care,3132,Home Care,Senior League Home Care Pty Ltd,Private Incorporated Body,-37.808358,145.202037
Just Better Care Gippsland,3847,Home Care,Just Better Care Australia Pty Ltd,Private Incorporated Body,-38.151779,146.788442
Just Better Care Melbourne North West,3056,Home Care,Just Better Care Australia Pty Ltd,Private Incorporated Body,-37.75579,144.963863
Just Better Care South East Melbourne,3175,Home Care,Just Better Care Australia Pty Ltd,Private Incorporated Body,-37.990021,145.213343
Chrisbarnard Health Recruitment,3166,Home Care,Wali Partners Pty Ltd,Private Incorporated Body,-37.901482,145.088995
Perfect Home Care Pty Limited,3032,Home Care,Perfect Home Care Pty. Ltd.,Private Incorporated Body,-37.784998,144.892132
Ei Care Pty Ltd,3126,Home Care,Ei Care Pty Ltd,Private Incorporated Body,-37.822619,145.07022
Wellways Australia Ltd,3078,Home Care,Wellways Australia Limited,Community Based,-37.784499,145.011266
Halo Care Services,3752,Home Care,Choice Community Care Pty Ltd,Private Incorporated Body,-37.643849,145.096468
Seniors Community Care,3912,Home Care,Seniors Community Care Pty Ltd,Private Incorporated Body,-38.223234,145.170338
ATHCS Home and Community Care Services,3072,Home Care,Australian Total Health Care Solution Pty Ltd,Private Incorporated Body,-37.74656,145.002826
Latrobe Home Care Packages - Riverina,3677,Home Care,Latrobe Community Health Service,State Government,-36.3529,146.326801
Absolute Care and Health,3141,Home Care,Absolute Care and Health Pty Ltd,Private Incorporated Body,-37.839113,144.993834
South Gippsland Hospital,3960,Home Care,South Gippsland Hospital,State Government,-38.659026,146.206302
Inclusive Home Care Pty Ltd,3032,Home Care,Inclusive Home Care Pty Ltd,Private Incorporated Body,-37.778822,144.913329
Arpad Home Care,3152,Home Care,"""Arpad"" Elderly Welfare Society Inc",Community Based,-37.84713,145.228442
Home Instead Senior Care Blackburn,3131,Home Care,FJWR Pty Ltd,Private Incorporated Body,-37.8362,145.182505
Tallangatta Health Service,3700,Home Care,Tallangatta Health Service,State Government,-36.21377,147.183279
My Home Care Choices,3023,Home Care,My Home Care CHoices Pty Ltd,Private Incorporated Body,-37.781783,144.770541
Melbcarlton home and community care,3032,Home Care,Melbcarlton Family Day Care Pty Ltd,Private Incorporated Body,-37.784998,144.892132
Guardian Healthcare Services Pty Ltd,3061,Home Care,Guardian Healthcare Services Pty Ltd,Private Incorporated Body,-37.685099,144.956472
Home Care,3975,Home Care,ARK Investment Group Pty Ltd,Private Incorporated Body,-38.057862,145.259769
Simply Helping Goulburn Valley,3666,Home Care,DOS Trading Pty Ltd,Private Incorporated Body,-36.732136,145.607606
Tend Care,3179,Home Care,Tend Care Pty Ltd,Private Incorporated Body,-37.914065,145.219797
Otway Health and Community Services,3233,Home Care,Otway Health,State Government,-38.753898,143.664614
Care Companions (Monash) Pty Ltd,3150,Home Care,Care Companions (Monash) Pty Ltd,Private Incorporated Body,-37.88739,145.157562
New Aged Care Pty Ltd,3442,Home Care,New Aged Care Pty Ltd,Private Incorporated Body,-37.359638,144.52933
Comfort Care Group Pty Ltd,3047,Home Care,Comfort Care Group Pty Ltd,Private Incorporated Body,-37.686647,144.932233
Migrant Resource Centre North West Region Inc.,3021,Home Care,Migrant Resource Centre North West Region Inc,Community Based,-37.741509,144.800238
genU Karingal St Laurence,3216,Home Care,Karingal St Laurence Limited,Charitable,-38.165302,144.347188
genU Barwon 1-2,3212,Home Care,Karingal St Laurence Limited,Charitable,-38.024904,144.409863
genU Barwon 3-4,3212,Home Care,Karingal St Laurence Limited,Charitable,-38.024904,144.409863
genU Grampians 1-2,3212,Home Care,Karingal St Laurence Limited,Charitable,-38.024904,144.409863
genU Grampians 3-4,3212,Home Care,Karingal St Laurence Limited,Charitable,-38.024904,144.409863
genU Adelaide 1-2,3212,Home Care,Karingal St Laurence Limited,Charitable,-38.024904,144.409863
genU Adelaide 3-4,3212,Home Care,Karingal St Laurence Limited,Charitable,-38.024904,144.409863
Help in the Home Pty Ltd,3146,Home Care,Help in the Home Pty Ltd,Private Incorporated Body,-37.864911,145.063668
Bartay Agency,3442,Home Care,Diana K Hawthorne Pty Ltd,Private Incorporated Body,-37.278045,144.597858
Future Life Care,3072,Home Care,Future Life Care Pty Ltd,Private Incorporated Body,-37.73828,145.005092
Millennium Medical,3178,Home Care,Millennium Medical,Private Incorporated Body,-37.914521,145.257604
Southwest Simply Helping,3400,Home Care,Batson Group Pty Ltd,Private Incorporated Body,-36.715265,142.200434
Rochester and Elmore District Health Service Home Care Packages,3561,Home Care,Rochester & Elmore District Health Service,State Government,-36.365814,144.697936
Christian Home Care,3134,Home Care,Auslink Exports Pty Ltd,Private Incorporated Body,-37.797492,145.23922
Barwon Home Care 1,3220,Home Care,Mercy Aged and Community Care Ltd,Charitable,-38.150476,144.364629
Eastern Home Care 3,3134,Home Care,Mercy Aged and Community Care Ltd,Charitable,-37.815793,145.220277
Barwon Home Care 2,3220,Home Care,Mercy Aged and Community Care Ltd,Charitable,-38.150476,144.364629
Eastern Home Care 1,3134,Home Care,Mercy Aged and Community Care Ltd,Charitable,-37.815793,145.220277
Gippsland Home Care 1,3840,Home Care,Mercy Aged and Community Care Ltd,Charitable,-38.237337,146.401424
Grampians Home Care 2,3350,Home Care,Mercy Aged and Community Care Ltd,Charitable,-37.563158,143.887523
Gippsland Home Care 3,3840,Home Care,Mercy Aged and Community Care Ltd,Charitable,-38.237337,146.401424
Eastern Home Care 2,3134,Home Care,Mercy Aged and Community Care Ltd,Charitable,-37.815793,145.220277
Hume Home Care 1,3630,Home Care,Mercy Aged and Community Care Ltd,Charitable,-36.362197,145.404367
Grampians Home Care 1,3350,Home Care,Mercy Aged and Community Care Ltd,Charitable,-37.563158,143.887523
Loddon Mallee Home Care 1,3630,Home Care,Mercy Aged and Community Care Ltd,Charitable,-36.362197,145.404367
Western Home Care 1,3072,Home Care,Mercy Aged and Community Care Ltd,Charitable,-37.743011,145.031299
Western Home Care 2,3072,Home Care,Mercy Aged and Community Care Ltd,Charitable,-37.743011,145.031299
Southern Home Care 1,3975,Home Care,Mercy Aged and Community Care Ltd,Charitable,-38.064592,145.261666
Southern Home Care 2,3975,Home Care,Mercy Aged and Community Care Ltd,Charitable,-38.064592,145.261666
Southern Home Care 3,3975,Home Care,Mercy Aged and Community Care Ltd,Charitable,-38.064592,145.261666
Northern Home Care 1,3072,Home Care,Mercy Aged and Community Care Ltd,Charitable,-37.743011,145.031299
Northern Home Care 2,3072,Home Care,Mercy Aged and Community Care Ltd,Charitable,-37.743011,145.031299
Northern Home Care 3,3072,Home Care,Mercy Aged and Community Care Ltd,Charitable,-37.743011,145.031299
Gippsland Home Care 2,3840,Home Care,Mercy Aged and Community Care Ltd,Charitable,-38.237337,146.401424
Haisey Home Care Service,3023,Home Care,Haisey Home Care Service Pty Ltd,Private Incorporated Body,-37.760121,144.745224
Just Healthcare trading as Tashacare Australia,3070,Home Care,Just Healthcare Pty Ltd trading As Tashacare Australia,Private Incorporated Body,-37.768148,145.00168
